name,osm_id,county,distance_miles,highway_type,surface,difficulty,ref,num_coordinates
Three Humps,275569796,Unknown,1.887,path,unknown,unknown,,246
Conservation Road,266891766,Unknown,1.875,track,gravel,grade2,,165
Fork Ridge Road,773904102,Unknown,1.875,track,unknown,grade4,FS 22440,190
Twin Creeks Trail,226158355,Unknown,1.873,path,ground,unknown,,174
Bent Creek Trail,266170525,Buncombe,1.858,track,gravel,grade2,FS 480A,161
Wolf Creek Spur Road,736348107,Unknown,1.85,track,unknown,grade4,FS 96B,171
North Fork Road,146367421,Yancey,1.842,track,unknown,grade3,,199
Huckleberry Ridge Road,275540341,Unknown,1.838,track,unknown,grade4,FS 7065,96
Trail 1190487925,1190487925,Unknown,1.837,track,unknown,unknown,,108
Stone Mountain Trail,758152539,Unknown,1.836,path,unknown,unknown,,30
Headwater Road,628901563,Unknown,1.831,track,gravel,grade2,FS 475B,195
Trail 425618400,425618400,Unknown,1.824,path,ground,mountain_hiking,,109
Turkey Knob Trail,162973172,Unknown,1.823,path,unknown,unknown,,145
New Butter Gap Trail,1310761563,Unknown,1.82,path,dirt,unknown,,40
Richard L. Hoffman Trail,1168314583,Unknown,1.815,path,unknown,unknown,,96
Flat Top Road,161778979,Unknown,1.814,track,gravel,grade2,FS 278,177
Deep Creek Trail,978558768,Unknown,1.813,path,ground,unknown,,210
Trail 1241711578,1241711578,Unknown,1.812,track,ground,grade3,,217
Black Mountain Trail,1009980092,Unknown,1.809,path,ground,unknown,127,130
Hard Times Road,1236751299,Unknown,1.809,track,gravel,grade2,FS 480,185
Trail 1180534876,1180534876,Unknown,1.807,path,ground,unknown,,138
Conley Springs Road,16603665,Haywood,1.805,track,unknown,unknown,,118
Blackrock Trail,284504066,Unknown,1.802,path,unknown,unknown,TR 447,206
Mountains-to-Sea Trail,587054193,Unknown,1.797,path,ground,mountain_hiking,,126
Big Butt Road,653670288,Unknown,1.795,track,ground,grade5,,114
Walker Creek Trail,114715944,Unknown,1.794,path,unknown,unknown,TR 165,116
Sol Messer Spur,775433433,Unknown,1.793,track,unknown,grade4,FS 5141C,221
Ivestor Gap Trail,114815658,Unknown,1.786,track,unpaved,grade2,FS 101,276
Trail 989734611,989734611,Unknown,1.785,path,ground,unknown,,137
Trail 548374747,548374747,Unknown,1.784,track,unknown,unknown,,97
Trail 467870319,467870319,Unknown,1.782,path,unknown,unknown,,163
Yates Road,19437712,Cocke,1.78,track,unknown,grade4,FS 5140,158
Buckhorn Gap,279403595,Unknown,1.779,path,ground,unknown,,151
Uktena,512103439,Unknown,1.779,cycleway,unpaved,unknown,,242
Turkey Knob Trail,150212334,Unknown,1.778,path,unknown,unknown,TR 469,153
Spencer Gap,178179374,Unknown,1.777,path,ground,unknown,600,220
Greasy Cove Trail,443917926,Unknown,1.772,path,unknown,unknown,,124
French Broad River Greenway West,55914341,Unknown,1.771,cycleway,paved,unknown,,202
Big Clifty Road,727188020,Cocke,1.769,track,gravel,unknown,FS 404,150
Porters Creek Trail,167433591,Unknown,1.767,path,ground,unknown,,87
Trail 16620026,16620026,Jackson,1.759,footway,unknown,unknown,,56
Pine Tree Loop,99868531,Unknown,1.758,path,ground,hiking,FS 336,82
Paint Creek Trail,666337151,Unknown,1.758,path,ground,unknown,TR 10,148
Gunter Fork Trail,167432227,Unknown,1.751,path,unknown,unknown,,163
Trail 478429544,478429544,Unknown,1.749,footway,unknown,unknown,,128
East Fork Trail,1158262589,Unknown,1.743,footway,ground,unknown,,173
Mountains-to-Sea Trail,98261241,Unknown,1.742,path,unknown,hiking,,108
Green Mountain Trail,616960235,Unknown,1.741,path,ground,mountain_hiking,,142
Forest Service Rd 288,766775013,Haywood,1.74,track,unknown,unknown,FS 288,174
Trail 1232954863,1232954863,Unknown,1.74,track,unknown,unknown,,96
Bad Fork Trail,112927470,Unknown,1.735,path,ground,unknown,,100
Bernard Mountain Road,1179833983,Unknown,1.735,track,compacted,grade3,FS 4037,110
Trail 1160767694,1160767694,Unknown,1.731,track,ground,unknown,FS 4645,73
Trail 16781669,16781669,Transylvania,1.73,track,unknown,unknown,,60
Cherry Creek Trail,897722951,Unknown,1.73,path,unknown,unknown,,188
Trail 1160887050,1160887050,Unknown,1.73,track,ground,unknown,FS 4651C,160
Appalachian Trail,30671402,Unknown,1.727,path,ground,unknown,TR 1-08,210
River Trail,135346216,Unknown,1.725,path,ground,unknown,,143
Buck Forest Road,265280229,Unknown,1.725,track,unpaved,grade2,,98
Paint Mountain Trail,666337144,Unknown,1.725,path,ground,unknown,TR 7,147
Trail 1176333070,1176333070,Unknown,1.72,track,unknown,unknown,,86
Brevard Greenway,166036034,Unknown,1.716,cycleway,asphalt,unknown,,119
Trail 803843146,803843146,Unknown,1.716,path,asphalt,unknown,,235
Trail 909678884,909678884,Unknown,1.716,track,unknown,unknown,,147
Trail 16588682,16588682,Haywood,1.714,footway,unknown,unknown,,44
Spearfinger,512103441,Unknown,1.714,cycleway,unknown,unknown,,227
Boyd Branch Road,163002619,Buncombe,1.711,track,gravel,unknown,FS 479F,208
Crystal Falls Drive,354973668,Unknown,1.708,track,unknown,grade1,,247
Appalachian Trail,30671399,Unknown,1.706,path,ground,unknown,TR 1-08,312
Black Mountain Trail,313768212,Unknown,1.706,path,ground,unknown,127,168
Mount Sterling Ridge Trail,167432907,Unknown,1.699,path,ground,unknown,,54
Haywood Hurricane Road,723581457,Unknown,1.696,track,unknown,grade4,FS 3571,131
Quartz Mtn Trail,16435689,Buncombe,1.695,track,ground,grade4,,347
Trail 16648981,16648981,McDowell,1.695,track,unknown,unknown,,192
Trail 1110469133,1110469133,Unknown,1.684,track,unknown,unknown,,77
Stickman,1188153943,Unknown,1.684,path,ground,unknown,,117
Trail 693048980,693048980,Unknown,1.681,track,unknown,grade2,,93
Double Branch Road,764575469,Unknown,1.678,track,unknown,grade4,FS 22491,137
Trail 210998513,210998513,Unknown,1.673,path,unknown,unknown,,118
Shepherd Bald Road,275551767,Unknown,1.669,track,unknown,grade4,FS 7057A,128
Trail 173653240,173653240,Unknown,1.668,track,unpaved,grade4,FS 5057,124
Trail 16788294,16788294,Unknown,1.667,track,unknown,unknown,,180
Brushy Creek Trail,249744094,Unknown,1.666,path,dirt,unknown,,277
Squibb Creek Trail,791174342,Unknown,1.665,path,ground,unknown,TR 23,113
Trail 587939036,587939036,Unknown,1.664,path,unknown,unknown,,123
Trail 1182374619,1182374619,Unknown,1.664,track,unpaved,unknown,,99
Trail 812906572,812906572,Unknown,1.661,track,unknown,unknown,,113
Trail 113073800,113073800,Unknown,1.66,track,grass,unknown,,174
Forest Service Road 288,16593301,Haywood,1.659,track,unknown,grade2,FS 288,148
Hurricane Branch Road,754652527,Cocke,1.648,track,unknown,grade4,FS 3243,121
Trail 1166175943,1166175943,Unknown,1.645,track,unknown,grade4,FS 3500,188
Wolf Creek Road,690887545,Unknown,1.642,track,unknown,grade2,FS 96,104
Appalachian Trail,30667981,Unknown,1.639,path,unknown,unknown,,133
Mac's Gap Trail,16620006,Jackson,1.631,path,unknown,grade4,TR 482,118
Chimney Tops Trail,648859821,Unknown,1.63,path,ground,unknown,,138
Trail 581734479,581734479,Unknown,1.628,track,unknown,grade4,FS 3509,105
Wolf Knob Road,275513307,Unknown,1.627,track,unknown,grade2,FS 7063,127
Hurricane Creek Road,16594838,Unknown,1.626,track,unknown,grade4,FS 233,93
East Pine Mountain Road,404246407,Unknown,1.626,track,unknown,unknown,,138
Grassy Fork Road,723549675,Cocke,1.621,track,gravel,grade2,,133
Rockhouse Creek Road,279457182,Unknown,1.617,track,unpaved,grade5,FS 5049,126
Mountains-to-Sea Trail,855942769,Unknown,1.613,path,ground,mountain_hiking,,98
Trail 1339927680,1339927680,Unknown,1.612,track,unknown,unknown,,82
Mountains-to-Sea Trail,98261215,Unknown,1.608,path,ground,mountain_hiking,,58
Trail 16588221,16588221,Haywood,1.606,track,unknown,unknown,,49
Upper River Loop,146253871,Unknown,1.605,path,unknown,unknown,TR 200,158
Rattlesnake Knob Trail,150212327,Jackson,1.599,track,unknown,unknown,TR 452,129
Lady Bird,1061778315,Unknown,1.599,path,unknown,unknown,,269
Devil's Elbow Trail,150212303,Unknown,1.597,path,unknown,unknown,TR 448,184
Big Ivy Road,16444776,Buncombe,1.593,track,gravel,grade1,FS 74,83
Cascade Loop,162989447,Unknown,1.593,path,unpaved,unknown,,147
Upper Long Branch,770940357,Unknown,1.593,path,dirt,unknown,,225
Trail 16779188,16779188,Transylvania,1.589,track,unknown,unknown,,136
Viper Tower Road,16756850,Unknown,1.58,track,gravel,grade2,,129
Tower Trail,16605248,Haywood,1.576,track,unknown,unknown,FS 3537,102
Trail 538363169,538363169,Transylvania,1.576,track,unknown,unknown,,65
Trail 546690191,546690191,Unknown,1.576,path,unknown,unknown,,85
John Rock Trail,762747710,Unknown,1.575,path,ground,unknown,365,98
Trail 683006438,683006438,Unknown,1.573,track,unknown,grade2,,129
Trail 895270865,895270865,Unknown,1.573,track,unknown,grade4,FS 31F,125
Trail 16446894,16446894,Buncombe,1.568,track,unknown,grade3,,123
Trail 16420205,16420205,Buncombe,1.563,path,ground,unknown,,85
Farmer Mountain Road,16654853,Madison,1.559,track,gravel,grade2,,97
Cherry Cove Road,279408544,Unknown,1.559,track,unpaved,grade4,FS 5032,150
Rocky Ridge Trail,162933859,Unknown,1.555,path,unknown,unknown,,364
Farm Trail,205991174,Unknown,1.555,cycleway,gravel,unknown,,39
Laurel Log Branch Trail,410475880,Unknown,1.554,path,ground,demanding_mountain_hiking,,90
Sheep Mountain Trail,162992441,Unknown,1.552,path,unknown,unknown,,72
Trail 1189691761,1189691761,Unknown,1.545,path,gravel,unknown,,188
Appalachian Trail,30671407,Unknown,1.542,path,ground,unknown,TR 1-08,212
Thomas Cemetery Road,162972896,Unknown,1.542,track,unpaved,grade4,,95
Trail 16589519,16589519,Haywood,1.54,track,unknown,unknown,,53
Mountains-to-Sea Trail,98261192,Unknown,1.539,path,ground,mountain_hiking,,92
Appalachian Trail,30671418,Unknown,1.531,path,ground,unknown,TR 1-08,185
Mount Mitchell Trail,429003134,Unknown,1.529,path,ground,demanding_mountain_hiking,TR 190,108
Trail 363234528,363234528,Unknown,1.521,path,unknown,unknown,,153
CCC Road,16786729,Transylvania,1.514,track,ground,grade5,,403
Coontree Loop,162933547,Unknown,1.514,path,ground,unknown,144,136
Trail 839853926,839853926,Greene,1.51,track,unknown,unknown,FS 22041,50
Lower Long Branch,770940356,Unknown,1.508,path,dirt,unknown,,163
Trail 16654983,16654983,Madison,1.498,track,unknown,grade4,FS 3503,115
Laurel Creek,135895811,Unknown,1.498,path,ground,unknown,348,43
Forest Service Road 288,492458252,Haywood,1.498,track,unpaved,grade2,FS 288,131
Big Bench Road,693025452,Unknown,1.497,track,unknown,grade2,,229
Devils Kitchenr Road,19476387,Greene,1.492,track,unknown,grade2,FS 93B,76
Trail 19430534,19430534,Cocke,1.489,track,unknown,unknown,,33
Trail 16775634,16775634,Unknown,1.483,track,unknown,grade4,,130
Courthouse Creek Road,16786673,Transylvania,1.481,track,gravel,grade1,FS 140,147
Cedar Rock Trail,162987177,Unknown,1.481,path,unknown,unknown,,119
Phillips Hollow Trail,708825143,Unknown,1.481,path,ground,unknown,TR 17,97
Higgins Creek Trail,1146843506,Unknown,1.481,path,unknown,unknown,,89
Slipoff Road,275503092,Unknown,1.475,track,unknown,grade4,FS 86A,134
Elk Pen Trail,114715934,Unknown,1.472,path,unknown,unknown,TR 166,100
Wolf Laurel Nature Trail,16654401,Madison,1.471,path,unknown,unknown,,128
Catheys Creek Road,270725020,Transylvania,1.47,track,gravel,unknown,FS 471,134
Jeep Trail,661882172,Unknown,1.467,track,unknown,unknown,,106
Buckwheat Knob,152918886,Unknown,1.466,path,ground,unknown,122,84
Trail 991585660,991585660,Unknown,1.465,track,unknown,grade4,FS 17122,113
Bear Pen Trail,114715943,Unknown,1.463,path,unknown,unknown,TR 176,84
Old River Road,759228755,Cocke,1.462,track,unknown,grade2,,31
Mill Creek Road,474641632,Unknown,1.458,track,gravel,grade1,,192
Lickstone Ridge Road,1189851089,Unknown,1.451,track,gravel,grade2,FS 97,89
Weavers Bend Road,19438947,Cocke,1.447,track,unknown,grade2,FS 209C,43
Big Firescald Bypass Trail,30673701,Unknown,1.444,path,unknown,unknown,,203
Graveyard Ridge Trail,233684110,Unknown,1.439,path,unknown,mountain_hiking,GRT,233
Headwater Road,817015144,Unknown,1.435,track,gravel,grade2,FS 475B,156
Trail 267283649,267283649,Unknown,1.434,track,unpaved,grade3,FS 475C,131
Trail 899314482,899314482,Unknown,1.432,track,unpaved,grade4,,117
North Road Trail,16619976,Jackson,1.428,track,unknown,grade4,,209
Pounding Mill,112927500,Unknown,1.424,path,ground,unknown,349,91
Trail 991680035,991680035,Unknown,1.424,track,unknown,grade4,FS 22154,87
Trail 791154288,791154288,Unknown,1.421,track,unknown,grade4,,88
Upper Corner Rock Trail,1182206401,Unknown,1.421,path,unknown,unknown,TR 173,80
Trail 972105615,972105615,Unknown,1.42,track,unknown,unknown,,85
Cullowhee Connector,770946767,Unknown,1.419,path,unknown,unknown,,121
Trail 1384804218,1384804218,Unknown,1.417,track,unknown,unknown,,49
Trail 895272521,895272521,Unknown,1.416,track,unknown,grade4,FS 5135,146
Brushy Ridge Trail,467870320,Unknown,1.413,path,unknown,unknown,,90
Trail 439437729,439437729,Unknown,1.412,path,unknown,unknown,,183
Trail 991680038,991680038,Unknown,1.412,track,unknown,grade4,FS 22151,102
Trail 16649165,16649165,Madison,1.411,track,unknown,grade4,,76
Deep Gap Trail,945136722,Unknown,1.409,path,ground,demanding_mountain_hiking,,312
Adventure Trail,410475887,Unknown,1.408,path,ground,mountain_hiking,,246
Trail 1188155897,1188155897,Unknown,1.404,path,unknown,unknown,,96
Trail 1320750870,1320750870,Unknown,1.404,track,unknown,unknown,,79
Trail 1182374617,1182374617,Unknown,1.4,path,ground,unknown,,64
coffee pot,1069949996,Unknown,1.399,path,unknown,unknown,,100
Trail 16781490,16781490,Transylvania,1.397,track,unpaved,grade2,,118
Trail 943685323,943685323,Unknown,1.391,path,unknown,unknown,,87
Trail 16631270,16631270,Unknown,1.39,track,ground,unknown,FS 4643,32
Auger Hole Trail,283841092,Unknown,1.387,path,ground,mountain_hiking,,418
Trail 791154283,791154283,Unknown,1.383,track,unknown,grade4,,83
High Rocks climb trail,859247831,Unknown,1.383,cycleway,dirt,unknown,,213
Trail 1212899399,1212899399,Unknown,1.383,track,unknown,unknown,,51
Trail 1236902035,1236902035,Unknown,1.383,track,unknown,unknown,,76
Trail 663351519,663351519,Unknown,1.382,footway,unknown,unknown,,183
Trail 960639235,960639235,Unknown,1.38,path,unknown,unknown,,70
Trail 538363125,538363125,Unknown,1.379,path,unknown,unknown,,94
Cummins Branch Road,611634246,Unknown,1.378,track,unknown,grade4,FS 54B,99
Trail 957708717,957708717,Unknown,1.378,track,unknown,grade3,,85
Golden Ridge Trail,666361555,Unknown,1.375,path,ground,unknown,TR 294,155
Round Mountain Tower Road,736348110,Unknown,1.375,track,unknown,grade4,FS 201,86
Buckhorn Gap,129035302,Unknown,1.374,path,ground,unknown,103,128
Angel Mountain Drive,16753262,Rutherford,1.372,track,gravel,unknown,,117
Trail 16781840,16781840,Transylvania,1.368,track,unknown,unknown,,68
Trail 945136751,945136751,Unknown,1.368,track,ground,grade5,,138
Green River,1420082357,Unknown,1.367,path,unknown,unknown,,162
Tarkiln Branch Road,267249283,Unknown,1.363,track,unknown,grade3,,90
Case Camp Ridge Trail,503396953,Unknown,1.359,footway,ground,unknown,119,189
Pinnacle Trail,210998518,Unknown,1.357,footway,ground,unknown,,111
Burnett Gap Trail,636428140,Unknown,1.355,track,unknown,grade4,FS 5103;TR 510A,103
Bennett Gap Road,279406315,Unknown,1.353,track,grass,grade4,FS 5012,68
Kessel Run,512103440,Unknown,1.353,cycleway,unpaved,unknown,,155
Walker Cove Road,16776492,Swain,1.352,track,unknown,grade3,,169
Cold Mountain Trail,114815720,Unknown,1.351,path,unknown,unknown,FS 141,128
South Toe River Road,146253885,Yancey,1.349,track,unknown,grade1,FS 472,75
Trail 1194855540,1194855540,Unknown,1.346,path,unknown,unknown,,180
Wolf Ford Road,453509862,Unknown,1.341,track,gravel,grade2,FS 476,70
Ridgeline Trail,403172761,Unknown,1.339,path,unknown,unknown,,120
Trail 663661947,663661947,Madison,1.337,track,unknown,unknown,,135
Trail 372530244,372530244,Unknown,1.336,path,unknown,unknown,,81
Horse Cove Gap,152672995,Unknown,1.335,path,ground,unknown,325,113
Trace Ridge,840275776,Unknown,1.333,path,ground,unknown,354,154
Big Green Trail,150212292,Jackson,1.332,path,unknown,grade4,TR 487,164
Trail 508527894,508527894,Unknown,1.331,track,unknown,grade3,,107
Baskins Creek Trail,981356153,Unknown,1.329,path,ground,unknown,,192
Birdymay Drive,16620364,Jackson,1.327,track,unknown,unknown,,78
Trail 901011686,901011686,Transylvania,1.327,track,unknown,unknown,,89
Appalachian Trail,30673795,Unknown,1.325,path,unknown,unknown,,206
Trail 655733248,655733248,Unknown,1.325,track,unknown,grade2,,82
Talley Hollow Road,19432889,Cocke,1.324,track,unknown,unknown,,27
Trail 549989910,549989910,Unknown,1.324,footway,unknown,unknown,,179
Ledford Branch Road,163002617,Unknown,1.323,track,unknown,grade2,479E,124
Hemlock Ridge,1161197017,Unknown,1.322,track,ground,unknown,,214
Sawmill Bottoms Trail,1161222041,Unknown,1.32,track,ground,unknown,,225
Buck Knob,1161225726,Unknown,1.32,track,ground,unknown,,191
Appalachian Trail,30670552,Unknown,1.319,path,unknown,unknown,,243
Davidson River Trail,152922838,Unknown,1.317,path,ground,hiking,650,157
Trail 1189694000,1189694000,Unknown,1.314,path,unknown,unknown,,197
River Ridges Road,16620725,Henderson,1.31,track,unknown,grade1,,132
Mill Creek Road,669412040,Unknown,1.307,track,unknown,grade4,,75
Cove Creek Road,313768899,Unknown,1.305,track,gravel,grade2,FS 225,118
Trail 734299262,734299262,Unknown,1.304,track,unknown,grade4,,151
White Oak Flats Trail,655114546,Unknown,1.301,path,unknown,unknown,,89
Biltmore Park Greenway,340028828,Unknown,1.3,footway,asphalt,unknown,,131
Trail 669412042,669412042,Unknown,1.3,track,unknown,grade5,,101
Trail 648369658,648369658,Unknown,1.299,path,unpaved,grade4,,118
Trail 19475232,19475232,Greene,1.292,track,unknown,unknown,,26
Daniel Ridge Loop,16786617,Unknown,1.291,path,ground,unknown,105,83
Richmond Hill Trails,101232702,Unknown,1.291,path,unknown,unknown,,51
Walnut Mountain Trail,736374132,Unknown,1.291,path,unknown,unknown,,114
Trail 16586721,16586721,Unknown,1.286,track,gravel,grade3,FS 148A,108
Mountains-to-Sea Trail,697612044,Unknown,1.284,path,ground,mountain_hiking,,85
Great Wall Trail,268433013,Unknown,1.283,path,unknown,unknown,TR 489,143
Trail 1131218877,1131218877,Unknown,1.278,path,unknown,unknown,,85
Caney Bottom Trail,172822396,Unknown,1.276,path,ground,unknown,361,90
Holly Road,162992442,Unknown,1.273,path,unknown,unknown,,115
Long Loeb LWO,270719303,Unknown,1.272,track,unknown,grade4,471B,133
Dutch Cove,1231755708,Unknown,1.271,path,unknown,unknown,,96
Trail 909648603,909648603,Unknown,1.27,path,unknown,unknown,,106
Appalachian Trail,30673791,Unknown,1.268,path,unknown,unknown,,138
Pounding Mill Trail,683006437,Unknown,1.266,path,unknown,unknown,,88
French Broad River Greenway East,1275715981,Unknown,1.266,cycleway,asphalt,unknown,,61
